identifier,collection,name,url,thumbnailUrl,owner,rank,Species,Rarity Class,Head,Face,Skin,Eyes,Mouth,Earrings,Headgear,Body,Legs,LegAccessories,Background,Perk 1,Perk 2,priceCurrency,priceAmount,level,character_tokens,health,shield,talent_points_available,talent_points_total,earn_rate,Overachiever,Hodler,Grounded,Stonewall,Adrenaline Rush,Overshield,Black Widow,Galvanized,Nano Meds,Resilience,Cold Blooded,Perseverance,Escape Artist,Scavenger,Cool Moves,Brawler,Automatic Weapons Proficiency,Scatter Weapons Proficiency,Precision Weapons Proficiency,Explosive Weapons Proficiency,Elemental Weapons Proficiency
CEA-2d29f9-0507,CEA-2d29f9,Genesis Cantina Elrond Ape #482,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/482.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-1db8d3e8,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1243,Genesis Cantina Elrond Ape,Gold,Default,Gold Closed,Gold,Cyborg,None,None,None,Pilot Armor White,Tactical Pants Orange,Tech Belt Orange,Golden,Grounded,Black Widow,,,7,3150,3489,1867,5,5,1.6,0,0,10,2,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,1
CEA-2d29f9-0508,CEA-2d29f9,Genesis Cantina Elrond Ape #736,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/736.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-2e9fccd8,erd13f5xueg5s35j5453c7uw3eevuruwy6e78efy0jxv0w8z56aumwcq7rfqm7,557,Genesis Cantina Elrond Ape,Gold,Default,Camo Closed,Camo,Steampunk,Mustache,None,Sponge,Pilot Armor Green,Company Pants Black,Pilot Bags Red,Golden,Grounded,Overshield,,,1,0,2800,1500,0,0,1.0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-0509,CEA-2d29f9,Genesis Cantina Elrond Ape #1068,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1068.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-0095c2e4,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,261,Genesis Cantina Elrond Ape,Silver,Default,Platinum Open,Platinum,Funny Nose,Octopus Tentacle,Punk,Green Dad Hat,Large Vest Orange,Rogue Pants Green,Dual Grenades 1 Green,Artic,Brawler,Galvanized,,,2,19,2754,1427,0,0,1.08,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0
CEA-2d29f9-050a,CEA-2d29f9,Genesis Cantina Elrond Ape #1714,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1714.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-93515131,erd13f5xueg5s35j5453c7uw3eevuruwy6e78efy0jxv0w8z56aumwcq7rfqm7,1625,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Party Blower,None,None,Tactical Vest Black,Company Pants Black,Radio,Desert,Scatter Weapons Proficiency,Black Widow,,,1,0,2600,1350,0,0,1.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0
CEA-2d29f9-050b,CEA-2d29f9,Genesis Cantina Elrond Ape #924,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/924.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d3eb254e,erd1mvst5dv3xnw0ecu342xhmsxsslw02t9su7w95hnvdalxqaachwmqle9vxd,1061,Genesis Cantina Elrond Ape,Silver,Default,Grey Closed,Augmented,None,None,None,Viking,Pilot Armor Blue,Rogue Pants Green,Dual Grenades 1 Orange,Artic,Brawler,Perseverance,,,1,0,2700,1400,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0
CEA-2d29f9-050c,CEA-2d29f9,Genesis Cantina Elrond Ape #853,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/853.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-cf079394,erd1mvst5dv3xnw0ecu342xhmsxsslw02t9su7w95hnvdalxqaachwmqle9vxd,1124,Genesis Cantina Elrond Ape,Silver,Default,Platinum Closed,Platinum,None,None,None,Dandy,Tactical Vest Orange,Pilot Pants Brown,Tech Belt Blue,Artic,Overshield,Adrenaline Rush,,,1,0,2700,1400,0,0,1.0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-050d,CEA-2d29f9,Genesis Cantina Elrond Ape #626,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/626.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-64a36314,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,238,Genesis Cantina Elrond Ape,Gold,Augmented,Camo Open,Camo,Monolaser,Rose,Tribal,Tennis Headband,Mercenary Armor Blue,Rogue Pants Blue,Titan Bags Blue,Golden,Galvanized,Hodler,,,2,17,2856,1528,0,0,1.08,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-050e,CEA-2d29f9,Genesis Cantina Elrond Ape #244,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/244.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-5a4705f9,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,697,Genesis Cantina Elrond Ape,Epic,Augmented,Platinum Closed,Platinum,None,None,None,Welding Helmet,Company Armor Orange,Company Pants Blue,Company Bags Green,Outworld,Cold Blooded,Black Widow,,,1,20,2900,1600,0,0,1.0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-050f,CEA-2d29f9,Genesis Cantina Elrond Ape #2143,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2143.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-6a71ea0b,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1559,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,Love Glasses,None,None,None,Large Vest Blue,Company Pants Black,Tactical Bags Yellow,Desert,Scatter Weapons Proficiency,Overachiever,,,8,351,3407,1768,10,10,1.74,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,10,0,0,0
CEA-2d29f9-0510,CEA-2d29f9,Genesis Cantina Elrond Ape #1589,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1589.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-6f166f8f,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1886,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,None,None,None,None,Tank Shirt Blue,Pilot Pants White,Titan Bags Black,Desert,Overachiever,Cold Blooded,,,2,16,2652,1376,0,0,1.08,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-0511,CEA-2d29f9,Genesis Cantina Elrond Ape #1977,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1977.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d30ebc39,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1254,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Love Glasses,Candy Cane,None,None,Default,Tactical Pants Black,Tactical Bags Blue,Desert,Perseverance,Automatic Weapons Proficiency,,,2,19,2652,1376,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0
CEA-2d29f9-0512,CEA-2d29f9,Genesis Cantina Elrond Ape #1901,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1901.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-93e87a7a,erd1yzqa7avave9g3stauau9whvw5dnrfdgpfr6dtqlfhhv9j66w5xmqz9z7cj,1675,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Bubble Gum,None,None,T Shirt Green,Tactical Pants Black,Company Bags Brown,Desert,Escape Artist,Stonewall,,,1,0,2600,1350,0,0,1.0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
CEA-2d29f9-0513,CEA-2d29f9,Genesis Cantina Elrond Ape #883,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/883.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-ee7b2024,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1185,Genesis Cantina Elrond Ape,Silver,Default,Grey Closed,Augmented,Green Visor,None,Punk,None,T Shirt Green,Company Pants Orange,Company Bags Green,Artic,Black Widow,Cold Blooded,,,1,13,2700,1400,0,0,1.0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-0514,CEA-2d29f9,Genesis Cantina Elrond Ape #1827,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1827.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-75e689bc,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1583,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,Cybermeta Tokyo,None,None,None,Hoodie Black,Company Pants Black,Tactical Bags Yellow,Desert,Overshield,Precision Weapons Proficiency,,,2,19,2652,1376,0,0,1.08,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
CEA-2d29f9-0515,CEA-2d29f9,Genesis Cantina Elrond Ape #667,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/667.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-7f87c117,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,500,Genesis Cantina Elrond Ape,Gold,Default,Grey Closed,Augmented,Funny Nose,None,Tribal,Tennis Headband,Mercenary Armor Mk.2 Green,Pilot Pants White,Dual Grenades 1 Black,Golden,Scatter Weapons Proficiency,Black Widow,,,5,348,3178,1700,0,0,1.37,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0
CEA-2d29f9-0516,CEA-2d29f9,Genesis Cantina Elrond Ape #1368,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1368.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-6e6f241e,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,961,Genesis Cantina Elrond Ape,Silver,Augmented,Camo Closed,Camo,Cyborg,None,Tribal,None,Tactical Vest Green,Tactical Pants Red,Tech Belt Black,Artic,Precision Weapons Proficiency,Scavenger,,,2,16,2754,1427,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0
CEA-2d29f9-0517,CEA-2d29f9,Genesis Cantina Elrond Ape #320,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/320.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-c13eec99,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,228,Genesis Cantina Elrond Ape,Epic,Default,Gold Open,Gold,MetaScreen Red,Lollipop,None,Wizzard,Pilot Armor Mk.2 White,Mercenary Pants Black,Tech Belt Orange,Outworld,Perseverance,Cold Blooded,,,4,79,3158,1739,0,0,1.27,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0
CEA-2d29f9-0518,CEA-2d29f9,Genesis Cantina Elrond Ape #601,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/601.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-cf1b6ee3,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,844,Genesis Cantina Elrond Ape,Gold,Default,Camo Closed,Camo,Steampunk,None,Punk,Sugegasa,Leather Vest Green,Pilot Pants Black,Titan Bags Green,Golden,Automatic Weapons Proficiency,Cold Blooded,,,2,16,2856,1528,0,0,1.08,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0
CEA-2d29f9-0519,CEA-2d29f9,Genesis Cantina Elrond Ape #1394,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1394.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-8f5f74f1,erd10msz4uu68aarn3p6kvyk3gl424ws7u2cqh3prqkfw5xurqd3v2hqm80kky,561,Genesis Cantina Elrond Ape,Silver,Default,Red Open,Red,Love Glasses,Octopus Tentacle,None,Bowler,T Shirt Red,Rogue Pants Red,Dagger Holster Green,Artic,Scatter Weapons Proficiency,Nano Meds,,,1,0,2700,1400,0,0,1.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0
CEA-2d29f9-051a,CEA-2d29f9,Genesis Cantina Elrond Ape #313,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/313.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-4edd93f9,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,284,Genesis Cantina Elrond Ape,Epic,Augmented,Grey Open,Augmented,Monolaser,Rose,None,Party,Mercenary Armor Green,Mercenary Pants Blue,Ammo Belt,Outworld,Precision Weapons Proficiency,Grounded,,,3,6,3046,1677,0,0,1.17,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
CEA-2d29f9-051b,CEA-2d29f9,Genesis Cantina Elrond Ape #523,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/523.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-1928e9e6,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,439,Genesis Cantina Elrond Ape,Gold,Default,Platinum Open,Platinum,Love Glasses,Bubble Gum,None,Gold Crown,Pilot Armor White,Tactical Pants Red,Quad Grenades 1 Green,Golden,Black Widow,Galvanized,EGLD,5.79,9,6206,3864,2067,15,15,1.88,0,0,2,2,0,0,10,10,0,0,0,0,0,0,0,0,3,4,0,3,1
CEA-2d29f9-051c,CEA-2d29f9,Genesis Cantina Elrond Ape #2066,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2066.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-cc2c8bca,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1546,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,None,Octopus Tentacle,None,None,T Shirt Red,Tactical Pants Orange,Titan Bags Brown,Desert,Cool Moves,Nano Meds,,,5,987,2951,1531,0,0,1.37,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0
CEA-2d29f9-051d,CEA-2d29f9,Genesis Cantina Elrond Ape #1484,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1484.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-f8348081,erd1ltnx3epzchtp2kratj38j3dm05q98d90lvg0h0nuwpq8xl0tgdaq4dzn08,1292,Genesis Cantina Elrond Ape,Bronze,Default,Camo Open,Camo,None,Party Blower,Tribal,None,Leather Vest Brown,Company Pants Black,Tactical Bags Blue,Desert,Precision Weapons Proficiency,Overshield,,,1,0,2600,1350,0,0,1.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
CEA-2d29f9-051e,CEA-2d29f9,Genesis Cantina Elrond Ape #2106,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2106.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-5acd310d,erd1ltnx3epzchtp2kratj38j3dm05q98d90lvg0h0nuwpq8xl0tgdaq4dzn08,1520,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,None,Octopus Tentacle,None,None,Tank Shirt Brown,Tactical Pants Blue,Tactical Bags Brown,Desert,Scavenger,Cool Moves,,,1,0,2600,1350,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
CEA-2d29f9-051f,CEA-2d29f9,Genesis Cantina Elrond Ape #814,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/814.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-0770b83a,erd1ltnx3epzchtp2kratj38j3dm05q98d90lvg0h0nuwpq8xl0tgdaq4dzn08,1012,Genesis Cantina Elrond Ape,Silver,Default,Red Open,Red,None,Candy Cane,None,Black Beanie,Mercenary Armor Blue,Mercenary Pants Black,Tactical Bags Yellow,Artic,Nano Meds,Scavenger,,,1,0,2700,1400,0,0,1.0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0
CEA-2d29f9-0520,CEA-2d29f9,Genesis Cantina Elrond Ape #1322,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1322.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-bd1b045a,erd1ltnx3epzchtp2kratj38j3dm05q98d90lvg0h0nuwpq8xl0tgdaq4dzn08,1649,Genesis Cantina Elrond Ape,Silver,Default,Gold Closed,Gold,None,None,None,None,T Shirt Red,Pilot Pants Black,Dual Grenades 1 Black,Artic,Automatic Weapons Proficiency,Explosive Weapons Proficiency,,,1,0,2700,1400,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0
CEA-2d29f9-0521,CEA-2d29f9,Genesis Cantina Elrond Ape #574,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/574.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-395f2820,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,709,Genesis Cantina Elrond Ape,Gold,Default,Platinum Open,Platinum,Cybermeta Tokyo,Pacifier,None,None,Company Armor Mk.2 Yellow,Mercenary Pants Orange,Tech Belt Orange,Golden,Black Widow,Escape Artist,,,11,1936,4296,2298,25,25,2.2,0,0,0,0,1,3,13,3,2,2,1,1,13,2,0,4,0,0,0,0,0
CEA-2d29f9-0522,CEA-2d29f9,Genesis Cantina Elrond Ape #1326,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1326.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-60c13092,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,189,Genesis Cantina Elrond Ape,Silver,Augmented,Robot Open,Robot,None,Pacifier,Punk,Tennis Headband,Tactical Vest Blue,Pilot Pants Blue,Dual Grenades 1 Green,Artic,Cool Moves,Overshield,,,2,17,2754,1427,0,0,1.08,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
CEA-2d29f9-0523,CEA-2d29f9,Genesis Cantina Elrond Ape #382,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/382.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b6da35fb,erd1ls8ktsgqf38aernudnex9ptchthkdpj0syt3afqes2n9mw3yyr6sdes7uf,1488,Genesis Cantina Elrond Ape,Gold,Default,Platinum Closed,Platinum,None,None,None,None,Company Armor Red,Mercenary Pants Green,Titan Bags Black,Golden,Scavenger,Stonewall,,,3,13,2941,1573,0,0,1.17,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
CEA-2d29f9-0524,CEA-2d29f9,Genesis Cantina Elrond Ape #1010,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1010.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-713edcf1,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,942,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,Monolaser,Wheat,Tribal,None,Company Armor Black,Tactical Pants Red,Dual Grenades 1 Black,Artic,Cool Moves,Automatic Weapons Proficiency,EGLD,2.0,1,0,2700,1400,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0
CEA-2d29f9-0525,CEA-2d29f9,Genesis Cantina Elrond Ape #1729,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1729.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-66b5da56,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1328,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,Cyborg,Pacifier,None,None,Bandolier,Tactical Pants Orange,Tactical Bags Yellow,Desert,Scavenger,Stonewall,,,4,125,2832,1469,0,0,1.27,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
CEA-2d29f9-0526,CEA-2d29f9,Genesis Cantina Elrond Ape #1623,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1623.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-50025e6d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1708,Genesis Cantina Elrond Ape,Bronze,Default,Camo Open,Camo,None,Lollipop,None,None,Tank Shirt Green,Tactical Pants Black,Titan Bags Green,Desert,Cold Blooded,Elemental Weapons Proficiency,,,3,178,2731,1417,0,0,1.17,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10
CEA-2d29f9-0527,CEA-2d29f9,Genesis Cantina Elrond Ape #89,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/89.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-75860a0d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,219,Genesis Cantina Elrond Ape,Legendary,Augmented,Gold Open,Gold,3D Glasses,Pipe,Punk,Tennis Headband,Mercenary Armor Mk.2 Green,Pilot Pants Orange,None,Neon,Stonewall,Cold Blooded,,,20,15,7336,4266,70,70,4.47,2,4,0,10,1,0,1,2,1,3,10,5,3,2,1,2,0,0,0,0,0
CEA-2d29f9-0528,CEA-2d29f9,Genesis Cantina Elrond Ape #641,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/641.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-974139f7,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,462,Genesis Cantina Elrond Ape,Gold,Default,Platinum Open,Platinum,Cyborg,Wheat,None,Party,Tactical Vest Blue,Company Pants Yellow,Ammo Belt,Golden,Elemental Weapons Proficiency,Explosive Weapons Proficiency,EGLD,3.0,1,20,2800,1500,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
CEA-2d29f9-0529,CEA-2d29f9,Genesis Cantina Elrond Ape #1713,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1713.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-2e1d5102,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,1420,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,None,Pipe,Punk,None,Default,Pilot Pants Black,Company Bags Green,Desert,Brawler,Escape Artist,EGLD,1.52,1,19,2600,1350,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0
CEA-2d29f9-052a,CEA-2d29f9,Genesis Cantina Elrond Ape #426,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/426.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-6ca055f4,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,376,Genesis Cantina Elrond Ape,Gold,Default,Gold Open,Gold,Monolaser,Cigar,None,Red Beanie,Pilot Armor White,Rogue Pants Orange,Quad Grenades 1 Orange,Golden,Scavenger,Nano Meds,,,7,12,3489,1867,5,5,1.6,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0
CEA-2d29f9-052b,CEA-2d29f9,Genesis Cantina Elrond Ape #2020,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2020.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-31b21a57,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1144,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Cyborg,Cigar,Punk,None,Hoodie Black,Pilot Pants Black,Titan Bags Black,Desert,Brawler,Elemental Weapons Proficiency,,,4,264,2832,1469,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
